id_dest,dest_type,lon,lat
482150210031,bg_centroid,-98.22732498392381,26.21348717730654
482150210032,bg_centroid,-98.23389014579067,26.21549741668926
482150211001,bg_centroid,-98.2335308303536,26.209838428572453
482150211002,bg_centroid,-98.2347256479192,26.202567954837622
482150211003,bg_centroid,-98.23628959917679,26.19335531932573
482150212011,bg_centroid,-98.20927252997616,26.195351953645698
482150212012,bg_centroid,-98.21790281382489,26.196738082827675
482150212013,bg_centroid,-98.22646006005704,26.198158606895834
482150212014,bg_centroid,-98.22254504281045,26.190689925965426
482150212031,bg_centroid,-98.22995119555615,26.177737387232266
482150212032,bg_centroid,-98.22463769405887,26.156166719113582
482150212033,bg_centroid,-98.21873780543118,26.17310631781933
482150212041,bg_centroid,-98.22871878847135,26.185053192166674
482150212042,bg_centroid,-98.21522438673783,26.18258986228828
482150213061,bg_centroid,-98.18973179252697,26.119418053519563
482150213062,bg_centroid,-98.17803293391789,26.094506155261712
482150213071,bg_centroid,-98.20801896915697,26.11389619632706
482150213072,bg_centroid,-98.2070748669603,26.119195518131995
482150213073,bg_centroid,-98.20655130905915,26.122756644865092
482150213081,bg_centroid,-98.25208499907441,26.102425715991632
482150213091,bg_centroid,-98.21985636308199,26.093072321272125
482150213092,bg_centroid,-98.23624074196076,26.08508064009273
482150213101,bg_centroid,-98.23360434731488,26.106878318404526
482150213102,bg_centroid,-98.22605712038137,26.101531579122856
482150213111,bg_centroid,-98.22159946158969,26.10839476601924
482150213113,bg_centroid,-98.22468076029618,26.127085421148298
482150213121,bg_centroid,-98.21031321700588,26.13617364991689
482150213122,bg_centroid,-98.19628976289232,26.13430819016105
482150213123,bg_centroid,-98.20223792386626,26.135110566345688
482150213131,bg_centroid,-98.20123335049779,26.143242564831596
482150213132,bg_centroid,-98.16203689865519,26.132856003531806
482150213141,bg_centroid,-98.21350342918562,26.12931707535336
482150213142,bg_centroid,-98.19745532535082,26.127110337255363
482150213143,bg_centroid,-98.20539029381898,26.12818826238527
482150213151,bg_centroid,-98.19151043212099,26.12632097185976
482150213152,bg_centroid,-98.18336505284533,26.12519441932527
482150214011,bg_centroid,-98.17364515689025,26.189639922853676
482150214012,bg_centroid,-98.18410448340914,26.191231749080753
482150214013,bg_centroid,-98.19925600940341,26.199968890062017
482150214014,bg_centroid,-98.19894740325559,26.19161353054002
482150214015,bg_centroid,-98.19138133057133,26.193147645258982
482150214051,bg_centroid,-98.17569885322177,26.173568370351582
482150214052,bg_centroid,-98.18349800631009,26.17558839960926
482150214053,bg_centroid,-98.18194831427502,26.175895618239554
482150214054,bg_centroid,-98.17468739746728,26.168729800625083
482150214061,bg_centroid,-98.17608019000652,26.181952712199937
482150214071,bg_centroid,-98.19213375714753,26.180122147275277
482150214072,bg_centroid,-98.19758824488427,26.18681745443518
482150214081,bg_centroid,-98.20142423123272,26.157306614177198
482150214082,bg_centroid,-98.19957723459036,26.173884345518548
482150214091,bg_centroid,-98.18447983973357,26.167890506338477
482150214092,bg_centroid,-98.182421715603,26.155223012947538
482150214093,bg_centroid,-98.1810439458212,26.16395741213567
482150215001,bg_centroid,-98.17233032823438,26.19688112004626
482150215002,bg_centroid,-98.1745301966837,26.194958712768894
482150215003,bg_centroid,-98.18413039766106,26.19728072560457
482150215004,bg_centroid,-98.1914677151289,26.19831206642736
482150216001,bg_centroid,-98.17057084531943,26.200269946301166
482150216002,bg_centroid,-98.1788175393954,26.20139407149053
482150216003,bg_centroid,-98.18871499697974,26.202699881298127
482150217031,bg_centroid,-98.1867200258325,26.21607495139298
482150217032,bg_centroid,-98.19665885632946,26.217458006446016
482150217033,bg_centroid,-98.1919648814673,26.209466939837917
482150217041,bg_centroid,-98.18233335418988,26.240047216038697
482150217042,bg_centroid,-98.18972230084499,26.223880326937
482150217043,bg_centroid,-98.19069614876997,26.243419834633382
482150217044,bg_centroid,-98.18432002018771,26.23044633026066
482150217045,bg_centroid,-98.1942386087981,26.231828183541015
482150217051,bg_centroid,-98.16715968988058,26.22081284027561
482150217052,bg_centroid,-98.17467768251711,26.209561899844935
482150217053,bg_centroid,-98.16844302922978,26.213632505976296
482150217061,bg_centroid,-98.16991095260133,26.238297388071953
482150217062,bg_centroid,-98.16345020925026,26.24233902457544
482150217071,bg_centroid,-98.16593703070022,26.227979288846605
482150217072,bg_centroid,-98.17475584675371,26.227254524662044
482150217073,bg_centroid,-98.17591865085832,26.220073689143994
482150218031,bg_centroid,-98.156269816024,26.20399776083851
482150218032,bg_centroid,-98.1430186326327,26.204594512704578
482150218033,bg_centroid,-98.14014166918967,26.197958736312618
482150218041,bg_centroid,-98.15666024091337,26.197207815097244
482150218042,bg_centroid,-98.16297534264521,26.19512916123748
482150218043,bg_centroid,-98.14633631356743,26.19043815481487
482150218071,bg_centroid,-98.1567070494876,26.219353989768376
482150218072,bg_centroid,-98.14943165600363,26.21098787864347
482150218073,bg_centroid,-98.15791300779222,26.212167240290494
482150218081,bg_centroid,-98.14649720347492,26.21847885053855
482150218082,bg_centroid,-98.13671696948566,26.216282639796088
482150218083,bg_centroid,-98.139147102819,26.209571936521197
482150218091,bg_centroid,-98.15302829302978,26.240900752788296
482150218092,bg_centroid,-98.13719323320196,26.235030124207103
482150218101,bg_centroid,-98.13278739464222,26.2233982052791
482150218102,bg_centroid,-98.15486309001207,26.23013108357327
482150218103,bg_centroid,-98.1430774229158,26.224823959597927
482150219034,bg_centroid,-98.12843190903651,26.18838630448219
482150219042,bg_centroid,-98.12687479526619,26.197976205395715
482150219062,bg_centroid,-98.12461919385616,26.2111937890749
482150220051,bg_centroid,-98.16499670393904,26.1815796421146
482150220052,bg_centroid,-98.15264223292402,26.183147837937813
482150220053,bg_centroid,-98.16373020390716,26.188018585497108
482150220054,bg_centroid,-98.15785012260382,26.1835865665368
482150220061,bg_centroid,-98.1502981257948,26.172052842879403
482150220062,bg_centroid,-98.14149479105863,26.18447449695577
482150220063,bg_centroid,-98.1443353036368,26.178570044555784
482150220071,bg_centroid,-98.15247700934304,26.15630067836366
482150220083,bg_centroid,-98.13279893400684,26.180422289742975
482150220084,bg_centroid,-98.1285347967257,26.176371285771506
482150220092,bg_centroid,-98.12816727952828,26.166527003658203
482150235262,bg_centroid,-98.11786991402843,26.250719744999206
482150235351,bg_centroid,-98.21233682438091,26.258433696182966
482150235352,bg_centroid,-98.21605019809498,26.26282241400797
482150235361,bg_centroid,-98.22532679025154,26.272644420035338
482150235362,bg_centroid,-98.21327579069595,26.27579093949474
482150238031,bg_centroid,-98.13229323106437,26.263733098676283
482150238032,bg_centroid,-98.15192492094162,26.26756790148578
482150238033,bg_centroid,-98.13474365843211,26.24937366158839
482150238034,bg_centroid,-98.15366607071834,26.25814239001744
482150238041,bg_centroid,-98.16564788504161,26.249819595739556
482150238042,bg_centroid,-98.15181130317353,26.248067318045326
482150238043,bg_centroid,-98.16597654409782,26.266419811263926
482150238052,bg_centroid,-98.1589333967078,26.280206335200777
482150238061,bg_centroid,-98.14557417486816,26.278392803074542
482150239051,bg_centroid,-98.1856709611308,26.284110746153434
482150239052,bg_centroid,-98.2016897026513,26.28602800505371
482150239053,bg_centroid,-98.17633694381355,26.285381395761693
482150239054,bg_centroid,-98.17280253058894,26.281090690496438
482150239061,bg_centroid,-98.19934667432794,26.26511655350228
482150239062,bg_centroid,-98.18409848524475,26.256202021327496
482150239063,bg_centroid,-98.18101960150712,26.274108799566875
482150239064,bg_centroid,-98.18223311606677,26.26692937232483
482159800001,bg_centroid,-98.23948288007499,26.17772788352129
17649,supermarket,-98.20864099999994,26.191053000000068
17650,supermarket,-98.18646199999995,26.18053800000007
17651,supermarket,-98.21968099999998,26.10643600000003
17652,supermarket,-98.18527999999998,26.187283000000036
17653,supermarket,-98.21453099999997,26.18788900000004
17654,supermarket,-98.21870399999995,26.26977500000004
17655,supermarket,-98.20117199999999,26.26990900000004
17656,supermarket,-98.12445099999997,26.191216000000054
17657,supermarket,-98.22539499999999,26.18891700000006
17658,supermarket,-98.23679399999997,26.25595500000003
17659,supermarket,-98.22112999999996,26.25545500000004
17660,supermarket,-98.12985199999997,26.19195700000006
17661,supermarket,-98.15875199999994,26.201580000000035
17662,supermarket,-98.21803299999999,26.267904000000044
17663,supermarket,-98.15525099999996,26.270113000000038
17664,supermarket,-98.22668499999997,26.22302600000006
17665,supermarket,-98.22499799999997,26.232826000000045
17666,supermarket,-98.14262399999996,26.235750000000053
